guid,name,version,rarity,niche,trade_price,targets,buffs,boost_condition,boost_buffs,source
51402,Argent Hand,base,Rare,Religion,18000,Silver Mine: Silver Mine,Belief Area Effect: +1,,,Selling: Procurator Corvinus (0.425%); Selling: Manx (0.436%); Selling: Voada Of The Scathach (0.513%); Contracts: Procurator Corvinus (0.865%); Contracts: Manx (0.876%); Contracts: Voada Of The Scathach (0.887%); Flotsam: Procurator Corvinus (0.024%); Flotsam: Manx (0.024%); Flotsam: Voada Of The Scathach (0.124%)
51406,Prodigious Stuffer,base,Rare,Religion,18000,Salsicium: Salsicium,Belief Area Effect: +1,,,Selling: Procurator Corvinus (0.425%); Selling: Manx (0.436%); Selling: Voada Of The Scathach (0.513%); Contracts: Procurator Corvinus (0.865%); Contracts: Manx (0.876%); Contracts: Voada Of The Scathach (0.887%); Flotsam: Procurator Corvinus (0.024%); Flotsam: Manx (0.024%); Flotsam: Voada Of The Scathach (0.124%)
51410,"Ailbhe Giunnae, Fence-Cut Tonsurist",base,Epic,Religion,120000,Wig Maker: Wig Maker,Belief Area Effect: +1.5,,,Selling: Procurator Corvinus (0.111%); Selling: Manx (0.113%); Selling: Voada Of The Scathach (0.145%); Contracts: Procurator Corvinus (0.107%); Contracts: Manx (0.107%); Contracts: Voada Of The Scathach (0.109%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Voada Of The Scathach (0.035%)
51414,Thrinacian Herder,base,Rare,Religion,18000,Ochs Farm: Ochs Farm,Belief Area Effect: +1,,,Selling: Procurator Corvinus (0.425%); Selling: Manx (0.436%); Selling: Voada Of The Scathach (0.513%); Contracts: Procurator Corvinus (0.865%); Contracts: Manx (0.876%); Contracts: Voada Of The Scathach (0.887%); Flotsam: Procurator Corvinus (0.024%); Flotsam: Manx (0.024%); Flotsam: Voada Of The Scathach (0.124%)
51418,"Philof, Baitylician",base,Epic,Religion,120000,Granite Quarry: Granite Quarry,Belief Area Effect: +1.5,,,Selling: Procurator Corvinus (0.111%); Selling: Manx (0.113%); Selling: Voada Of The Scathach (0.145%); Contracts: Procurator Corvinus (0.107%); Contracts: Manx (0.107%); Contracts: Voada Of The Scathach (0.109%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Voada Of The Scathach (0.035%)
51422,Fervent Burnisher,base,Rare,Religion,18000,Bronze Smelter: Bronze Smelter,Belief Area Effect: +1,,,Selling: Procurator Corvinus (0.425%); Contracts: Procurator Corvinus (0.865%); Flotsam: Procurator Corvinus (0.024%)
51426,"Fiachra Dóiteán, Culinary Immolator",base,Epic,Religion,120000,Earth Oven: Earth Oven,Belief Area Effect: +1.5,,,Selling: Procurator Corvinus (0.111%); Selling: Manx (0.113%); Selling: Voada Of The Scathach (0.145%); Contracts: Procurator Corvinus (0.107%); Contracts: Manx (0.107%); Contracts: Voada Of The Scathach (0.109%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Voada Of The Scathach (0.035%)
51430,"Machaire Mac Marta, Lucid Hatter",base,Epic,Religion,120000,Beaver Hatter: Beaver Hatter,Belief Area Effect: +1.5,,,Selling: Procurator Corvinus (0.111%); Selling: Manx (0.113%); Selling: Voada Of The Scathach (0.145%); Contracts: Procurator Corvinus (0.107%); Contracts: Manx (0.107%); Contracts: Voada Of The Scathach (0.109%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Voada Of The Scathach (0.035%)
51434,"Philon, Baitylologist",base,Epic,Religion,120000,Granite Cutter: Granite Cutter,Belief Area Effect: +1.5,,,Selling: Procurator Corvinus (0.111%); Selling: Manx (0.113%); Selling: Voada Of The Scathach (0.145%); Contracts: Procurator Corvinus (0.107%); Contracts: Manx (0.107%); Contracts: Voada Of The Scathach (0.109%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Voada Of The Scathach (0.035%)
51519,Ironic Interviewer,base,Rare,Research,18000,"Iron Mines: Iron Mine, Iron Mine",Knowledge Area Effect: +1,,,"Selling: Diana (0.472%); Selling: Julia Augusta (0.472%); Selling: Valeria (0.466%); Selling: Procurator Corvinus (0.425%); Selling: Manx (0.436%); Selling: Caeso Regulus Syracus (0.563%); Selling: Voada Of The Scathach (0.513%); Contracts: Diana (0.961%); Contracts: Julia Augusta (0.961%); Contracts: Valeria (0.948%); Contracts: Procurator Corvinus (0.865%); Contracts: Manx (0.876%); Contracts: Caeso Regulus Syracus (0.975%); Contracts: Voada Of The Scathach (0.887%); Contracts: Caecilia (0.948%); Festival: Hygieia Festival (2.696%); Festival: Litterria, Festival of Learning (9.436%); Festival: Cerealia, Festival of Ceres (1.348%); Festival: Quinquatria, Festival of Minerva (9.436%); Flotsam: Diana (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Valeria (0.026%); Flotsam: Procurator Corvinus (0.024%); Flotsam: Manx (0.024%); Flotsam: Caeso Regulus Syracus (0.136%); Flotsam: Voada Of The Scathach (0.124%); Flotsam: Gnaeus Firmius Calidus (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Caecilia (0.026%)"
51523,Tolupist,base,Rare,Research,18000,Stringer: Stringer,Knowledge Area Effect: +1,,,"Selling: Diana (0.472%); Selling: Julia Augusta (0.472%); Selling: Valeria (0.466%); Selling: Procurator Corvinus (0.425%); Selling: Manx (0.436%); Selling: Caeso Regulus Syracus (0.563%); Selling: Voada Of The Scathach (0.513%); Contracts: Diana (0.961%); Contracts: Julia Augusta (0.961%); Contracts: Valeria (0.948%); Contracts: Procurator Corvinus (0.865%); Contracts: Manx (0.876%); Contracts: Caeso Regulus Syracus (0.975%); Contracts: Voada Of The Scathach (0.887%); Contracts: Caecilia (0.948%); Festival: Hygieia Festival (2.696%); Festival: Litterria, Festival of Learning (9.436%); Festival: Cerealia, Festival of Ceres (1.348%); Festival: Quinquatria, Festival of Minerva (9.436%); Flotsam: Diana (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Valeria (0.026%); Flotsam: Procurator Corvinus (0.024%); Flotsam: Manx (0.024%); Flotsam: Caeso Regulus Syracus (0.136%); Flotsam: Voada Of The Scathach (0.124%); Flotsam: Gnaeus Firmius Calidus (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Caecilia (0.026%)"
51527,"Patanjali, Flavor Lexicologist",base,Epic,Research,120000,Epicure of Water: Epicure of Water,Knowledge Area Effect: +1.5,,,Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Caeso Regulus Syracus (0.129%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Caecilia (0.095%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)
51531,Tutoring Tabulist,base,Rare,Research,18000,Tabulus: Tabulus,Knowledge Area Effect: +1,,,"Selling: Diana (0.472%); Selling: Julia Augusta (0.472%); Selling: Valeria (0.466%); Selling: Procurator Corvinus (0.425%); Selling: Manx (0.436%); Selling: Caeso Regulus Syracus (0.563%); Selling: Voada Of The Scathach (0.513%); Contracts: Diana (0.961%); Contracts: Julia Augusta (0.961%); Contracts: Valeria (0.948%); Contracts: Procurator Corvinus (0.865%); Contracts: Manx (0.876%); Contracts: Caeso Regulus Syracus (0.975%); Contracts: Voada Of The Scathach (0.887%); Contracts: Caecilia (0.948%); Festival: Hygieia Festival (2.696%); Festival: Litterria, Festival of Learning (9.436%); Festival: Cerealia, Festival of Ceres (1.348%); Festival: Quinquatria, Festival of Minerva (9.436%); Flotsam: Diana (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Valeria (0.026%); Flotsam: Procurator Corvinus (0.024%); Flotsam: Manx (0.024%); Flotsam: Caeso Regulus Syracus (0.136%); Flotsam: Voada Of The Scathach (0.124%); Flotsam: Gnaeus Firmius Calidus (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Caecilia (0.026%)"
51535,"Heracalius, Sage of Panta Rhei ",base,Epic,Research,120000,Glassblower: Glassblower,Knowledge Area Effect: +1.5,,,Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Caeso Regulus Syracus (0.129%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Caecilia (0.095%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)
51539,Cassiteridean Caster,base,Rare,Research,18000,Tin Mine: Tin Mine,Knowledge Area Effect: +1,,,Selling: Procurator Corvinus (0.425%); Selling: Manx (0.436%); Selling: Voada Of The Scathach (0.513%); Contracts: Procurator Corvinus (0.865%); Contracts: Manx (0.876%); Contracts: Voada Of The Scathach (0.887%); Flotsam: Procurator Corvinus (0.024%); Flotsam: Manx (0.024%); Flotsam: Voada Of The Scathach (0.124%)
51543,Chalcolithist,base,Rare,Research,18000,Copper Mine: Copper Mine,Knowledge Area Effect: +1,,,Selling: Manx (0.436%); Selling: Voada Of The Scathach (0.513%); Contracts: Voada Of The Scathach (0.887%); Flotsam: Voada Of The Scathach (0.124%)
51547,"Alberon, Notorious Lyer",base,Epic,Research,120000,Saltwort Burner: Saltwort Burner,Knowledge Area Effect: +1.5,,,Selling: Procurator Corvinus (0.111%); Selling: Manx (0.113%); Selling: Voada Of The Scathach (0.145%); Contracts: Procurator Corvinus (0.107%); Contracts: Manx (0.107%); Contracts: Voada Of The Scathach (0.109%); Quest: Meddling with Metal; Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Voada Of The Scathach (0.035%)
51587,"Galerius Natta, Prime Prospector",base,Epic,Civic,120000,Marble Quarry: Marble Quarry,Prestige Area Effect: +1.5,,,Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Caeso Regulus Syracus (0.129%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Caecilia (0.095%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)
51591,"Lepidius Exoratus, Polylithologist",base,Epic,Civic,120000,Mineral Quarry: Mineral Quarry,Prestige Area Effect: +1.5,,,"Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Procurator Corvinus (0.111%); Selling: Manx (0.113%); Selling: Caeso Regulus Syracus (0.129%); Selling: Voada Of The Scathach (0.145%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Procurator Corvinus (0.107%); Contracts: Manx (0.107%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Voada Of The Scathach (0.109%); Contracts: Caecilia (0.095%); Festival: Hilaria, Festival of Joy (0.218%); Festival: Ovatio, Festival of Prestigious Rule (0.763%); Festival: Spectacula, Festival of the Games (0.763%); Festival: Quinquatria, Festival of Minerva (0.109%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Voada Of The Scathach (0.035%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)"
51595,"Aprilis, Snail Stirrer",base,Epic,Civic,120000,Dye Works: Dye Works,Prestige Area Effect: +1.5,,,Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Caeso Regulus Syracus (0.129%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Caecilia (0.095%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)
51599,Glasspoet,base,Rare,Civic,18000,Glass Smelter: Glass Smelter,Prestige Area Effect: +1,,,"Selling: Diana (0.472%); Selling: Julia Augusta (0.472%); Selling: Valeria (0.466%); Selling: Procurator Corvinus (0.425%); Selling: Manx (0.436%); Selling: Caeso Regulus Syracus (0.563%); Selling: Voada Of The Scathach (0.513%); Contracts: Diana (0.961%); Contracts: Julia Augusta (0.961%); Contracts: Valeria (0.948%); Contracts: Procurator Corvinus (0.865%); Contracts: Manx (0.876%); Contracts: Caeso Regulus Syracus (0.975%); Contracts: Voada Of The Scathach (0.887%); Contracts: Caecilia (0.948%); Festival: Hilaria, Festival of Joy (5.392%); Festival: Ovatio, Festival of Prestigious Rule (18.873%); Festival: Spectacula, Festival of the Games (18.873%); Festival: Quinquatria, Festival of Minerva (2.696%); Flotsam: Diana (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Valeria (0.026%); Flotsam: Procurator Corvinus (0.024%); Flotsam: Manx (0.024%); Flotsam: Caeso Regulus Syracus (0.136%); Flotsam: Voada Of The Scathach (0.124%); Flotsam: Gnaeus Firmius Calidus (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Caecilia (0.026%)"
51603,Preeminent Pulveriser,base,Rare,Civic,18000,Mineral Crusher: Mineral Crusher,Prestige Area Effect: +1,,,Selling: Caeso Regulus Syracus (0.563%); Contracts: Caeso Regulus Syracus (0.975%); Flotsam: Caeso Regulus Syracus (0.136%)
51607,"Camillus Galerus, Artisan Patron",base,Epic,Civic,120000,Jeweller: Jeweller,Prestige Area Effect: +1.5,,,Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Caeso Regulus Syracus (0.129%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Caecilia (0.095%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)
51611,"Caelus Isatis, of the Afternoon Break",base,Epic,Civic,120000,Chair Maker: Chair Maker,Prestige Area Effect: +1.5,,,Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Caeso Regulus Syracus (0.129%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Caecilia (0.095%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)
51615,"Enna Ardsolas, Shining Bulwark",base,Epic,Civic,120000,"Armourer: Armourer, Armourer",Prestige Area Effect: +1.5,,,"Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Procurator Corvinus (0.111%); Selling: Manx (0.113%); Selling: Caeso Regulus Syracus (0.129%); Selling: Voada Of The Scathach (0.145%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Procurator Corvinus (0.107%); Contracts: Manx (0.107%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Voada Of The Scathach (0.109%); Contracts: Caecilia (0.095%); Festival: Hilaria, Festival of Joy (0.218%); Festival: Ovatio, Festival of Prestigious Rule (0.763%); Festival: Spectacula, Festival of the Games (0.763%); Festival: Quinquatria, Festival of Minerva (0.109%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Voada Of The Scathach (0.035%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)"
51619,Dragonesque Doyenne,base,Rare,Civic,18000,Fibularium: Fibularium,Prestige Area Effect: +1,,,Selling: Procurator Corvinus (0.425%); Selling: Manx (0.436%); Selling: Voada Of The Scathach (0.513%); Contracts: Procurator Corvinus (0.865%); Contracts: Manx (0.876%); Contracts: Voada Of The Scathach (0.887%); Flotsam: Procurator Corvinus (0.024%); Flotsam: Manx (0.024%); Flotsam: Voada Of The Scathach (0.124%)
51623,"Mimesius Perrenis, Exemplary Semblancer",base,Epic,Civic,120000,Narcissium: Narcissium,Prestige Area Effect: +1.5,,,"Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Procurator Corvinus (0.111%); Selling: Manx (0.113%); Selling: Caeso Regulus Syracus (0.129%); Selling: Voada Of The Scathach (0.145%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Procurator Corvinus (0.107%); Contracts: Manx (0.107%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Voada Of The Scathach (0.109%); Contracts: Caecilia (0.095%); Festival: Hilaria, Festival of Joy (0.218%); Festival: Ovatio, Festival of Prestigious Rule (0.763%); Festival: Spectacula, Festival of the Games (0.763%); Festival: Quinquatria, Festival of Minerva (0.109%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Voada Of The Scathach (0.035%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)"
51627,Gnarly Knurler,base,Rare,Civic,18000,Wire-Twister: Wire-Twister,Prestige Area Effect: +1,,,Contracts: Manx (0.876%); Flotsam: Manx (0.024%)
51631,Moccix. Escutcheological Herald,base,Epic,Civic,120000,Shieldbeater: Shieldbeater,Prestige Area Effect: +1.5,,,Selling: Manx (0.113%); Selling: Voada Of The Scathach (0.145%); Contracts: Voada Of The Scathach (0.109%); Flotsam: Voada Of The Scathach (0.035%)
51386,Libertine,base,Common,Civic,3000,Pileus Felter: Pileus Felter,Prestige Area Effect: +0.5,,,Selling: Diana (1.055%); Selling: Julia Augusta (1.055%); Selling: Valeria (1.055%); Selling: Caeso Regulus Syracus (0.909%); Contracts: Diana (0.348%); Contracts: Julia Augusta (0.348%); Contracts: Valeria (0.348%); Contracts: Caeso Regulus Syracus (0.348%); Contracts: Caecilia (0.348%); Flotsam: Diana (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Valeria (0.137%); Flotsam: Caeso Regulus Syracus (0.219%); Flotsam: Gnaeus Firmius Calidus (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Caecilia (0.137%)
51442,Urbane Auxila,base,Rare,Culture,18000,"Custodes: Custodia, Custodes",Happiness Area Effect: +1,,,"Selling: Diana (0.472%); Selling: Julia Augusta (0.472%); Selling: Valeria (0.466%); Selling: Procurator Corvinus (0.425%); Selling: Manx (0.436%); Selling: Caeso Regulus Syracus (0.563%); Selling: Voada Of The Scathach (0.513%); Contracts: Diana (0.961%); Contracts: Julia Augusta (0.961%); Contracts: Valeria (0.948%); Contracts: Procurator Corvinus (0.865%); Contracts: Manx (0.876%); Contracts: Caeso Regulus Syracus (0.975%); Contracts: Voada Of The Scathach (0.887%); Contracts: Caecilia (0.948%); Festival: Hilaria, Festival of Joy (12.582%); Festival: Hygieia Festival (1.797%); Festival: Litterria, Festival of Learning (1.797%); Festival: Lugnasad, Festival of Mercury-Lugus (1.797%); Festival: Cernunnalia Festival (12.582%); Flotsam: Diana (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Valeria (0.026%); Flotsam: Procurator Corvinus (0.024%); Flotsam: Manx (0.024%); Flotsam: Caeso Regulus Syracus (0.136%); Flotsam: Voada Of The Scathach (0.124%); Flotsam: Gnaeus Firmius Calidus (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Caecilia (0.026%)"
51446,Centonarion,base,Common,Culture,3000,"Spinners: Spinner, Spinner",Happiness Area Effect: +0.5,,,"Selling: Diana (1.055%); Selling: Julia Augusta (1.055%); Selling: Valeria (1.055%); Selling: Procurator Corvinus (1.074%); Selling: Manx (1.074%); Selling: Caeso Regulus Syracus (0.909%); Selling: Voada Of The Scathach (0.926%); Contracts: Diana (0.348%); Contracts: Julia Augusta (0.348%); Contracts: Valeria (0.348%); Contracts: Procurator Corvinus (0.354%); Contracts: Manx (0.354%); Contracts: Caeso Regulus Syracus (0.348%); Contracts: Voada Of The Scathach (0.354%); Contracts: Caecilia (0.348%); Festival: Hilaria, Festival of Joy (8.007%); Festival: Hygieia Festival (1.144%); Festival: Litterria, Festival of Learning (1.144%); Festival: Lugnasad, Festival of Mercury-Lugus (1.144%); Festival: Cernunnalia Festival (8.007%); Flotsam: Diana (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Valeria (0.137%); Flotsam: Procurator Corvinus (0.140%); Flotsam: Manx (0.140%); Flotsam: Caeso Regulus Syracus (0.219%); Flotsam: Voada Of The Scathach (0.223%); Flotsam: Gnaeus Firmius Calidus (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Caecilia (0.137%)"
51450,Unerring Bladeworker,base,Rare,Culture,18000,"Weaponsmiths: Weaponsmith, Weaponsmith",Happiness Area Effect: +1,,,"Selling: Diana (0.472%); Selling: Julia Augusta (0.472%); Selling: Valeria (0.466%); Selling: Procurator Corvinus (0.425%); Selling: Manx (0.436%); Selling: Caeso Regulus Syracus (0.563%); Selling: Voada Of The Scathach (0.513%); Contracts: Diana (0.961%); Contracts: Julia Augusta (0.961%); Contracts: Valeria (0.948%); Contracts: Procurator Corvinus (0.865%); Contracts: Manx (0.876%); Contracts: Caeso Regulus Syracus (0.975%); Contracts: Voada Of The Scathach (0.887%); Contracts: Caecilia (0.948%); Festival: Hilaria, Festival of Joy (12.582%); Festival: Hygieia Festival (1.797%); Festival: Litterria, Festival of Learning (1.797%); Festival: Lugnasad, Festival of Mercury-Lugus (1.797%); Festival: Cernunnalia Festival (12.582%); Flotsam: Diana (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Valeria (0.026%); Flotsam: Procurator Corvinus (0.024%); Flotsam: Manx (0.024%); Flotsam: Caeso Regulus Syracus (0.136%); Flotsam: Voada Of The Scathach (0.124%); Flotsam: Gnaeus Firmius Calidus (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Caecilia (0.026%)"
51454,Necroeudaimon,base,Rare,Culture,18000,Garum Works: Garum Works,Happiness Area Effect: +1,,,Selling: Diana (0.472%); Selling: Julia Augusta (0.472%); Contracts: Diana (0.961%); Contracts: Julia Augusta (0.961%); Flotsam: Diana (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Julia Augusta (0.026%)
51458,"O'Buíochas, Master of Unwinding",base,Epic,Culture,120000,Lythier: Lythier,Happiness Area Effect: +1.5,,,Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Caeso Regulus Syracus (0.129%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Caecilia (0.095%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)
51462,"Tillus Memmianus, Multi-Faceted Tesselator",base,Epic,Culture,120000,Tessera Works: Tessera Works,Happiness Area Effect: +1.5,,,Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Caeso Regulus Syracus (0.129%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Caecilia (0.095%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)
51470,Aunt Jellification,base,Epic,Culture,120000,Epicure of Air: Epicure of Air,Happiness Area Effect: +1.5,,,Selling: Procurator Corvinus (0.111%); Selling: Manx (0.113%); Selling: Voada Of The Scathach (0.145%); Contracts: Procurator Corvinus (0.107%); Contracts: Manx (0.107%); Contracts: Voada Of The Scathach (0.109%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Voada Of The Scathach (0.035%)
51474,"Alys, Circus Charioteer",base,Epic,Culture,120000,Chariot Workshop: Chariot Workshop,Happiness Area Effect: +1.5,,,Selling: Procurator Corvinus (0.111%); Selling: Manx (0.113%); Selling: Voada Of The Scathach (0.145%); Contracts: Procurator Corvinus (0.107%); Contracts: Manx (0.107%); Contracts: Voada Of The Scathach (0.109%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Voada Of The Scathach (0.035%)
51466,Materialist Medicus,base,Rare,Nature,18000,"Medici: Medici, Medici",Health Area Effect: +1,,,"Selling: Diana (0.472%); Selling: Julia Augusta (0.472%); Selling: Valeria (0.466%); Selling: Procurator Corvinus (0.425%); Selling: Manx (0.436%); Selling: Caeso Regulus Syracus (0.563%); Selling: Voada Of The Scathach (0.513%); Contracts: Diana (0.961%); Contracts: Julia Augusta (0.961%); Contracts: Valeria (0.948%); Contracts: Procurator Corvinus (0.865%); Contracts: Manx (0.876%); Contracts: Caeso Regulus Syracus (0.975%); Contracts: Voada Of The Scathach (0.887%); Contracts: Caecilia (0.948%); Festival: Hygieia Festival (7.549%); Festival: Festival of Household Gods (2.157%); Festival: Cerealia, Festival of Ceres (7.549%); Festival: Cernunnalia Festival (1.078%); Festival: Vulcanalia (7.549%); Flotsam: Diana (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Valeria (0.026%); Flotsam: Procurator Corvinus (0.024%); Flotsam: Manx (0.024%); Flotsam: Caeso Regulus Syracus (0.136%); Flotsam: Voada Of The Scathach (0.124%); Flotsam: Gnaeus Firmius Calidus (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Caecilia (0.026%)"
