GUID,Icon,Name,InfoDescription,Buff,Buff Effects,BoostBuff,BoostBuff Effects,Boost Hint,Boost Condition,Targets,Source,Allocation,Rarity,Niche,Price,IsMetaItem,Origin,ObsidianPrice
51316,data/ui/fhd/base/icon_content/items_specialist/celtic_female/icon_3d_celtic_female_004.png,-6904574356144416700,-6916239502615857591,51318,MaintenanceFactorUpgrade: -50% | WorkforceMaintenanceFactorUpgrade: -25%,,,,,50602:2796;5849;5278;8431;8427;2795,122534 [6.005%] | 122536 [1.716%] | 122542 [6.005%] | 122546 [0.858%] | 145046 [0.145%] | 145047 [0.328%] | 145049 [0.014%] | 145050 [6.005%] | 43017 [0.909%] | 43018 [1.055%] | 43019 [1.055%] | 43020 [1.074%] | 43021 [1.074%] | 43022 [0.926%] | 64766 [0.145%] | 64767 [0.328%] | 64769 [0.195%] | 64770 [0.439%] | 64772 [0.195%] | 64773 [0.439%] | 64775 [0.148%] | 64776 [0.334%] | 64778 [0.195%] | 64779 [0.439%] | 64781 [0.195%] | 64782 [0.439%] | 64784 [0.195%] | 64785 [0.439%] | 64787 [0.145%] | 64788 [0.328%] | 64790 [0.145%] | 64791 [0.328%] | 64793 [0.145%] | 64794 [0.328%] | 64796 [0.148%] | 64797 [0.334%] | 64799 [0.148%] | 64800 [0.334%] | 64802 [0.148%] | 64803 [0.334%] | 95375 [0.141%] | 95439 [0.014%] | 95440 [0.018%] | 95441 [0.018%] | 95442 [0.014%] | 95443 [0.018%] | 95444 [0.018%] | 95445 [0.018%] | 95446 [0.014%] | 95447 [0.014%] | 95448 [0.014%] | 95449 [0.014%] | 95450 [0.144%] | 95452 [0.014%] | 95453 [0.014%],Villa,Common,Agriculture,2000,,,12
51328,data/ui/fhd/base/icon_content/items_specialist/roman_female/icon_3d_roman_female_028.png,-6910908743946650670,-6903150243884882957,51329,MaintenanceFactorUpgrade: -50% | WorkforceMaintenanceFactorUpgrade: -25%,,,,,50606:3177;23753;4831;3185;5570;3189;5474;3199;55962,122534 [1.716%] | 122537 [6.005%] | 122542 [0.858%] | 122547 [6.005%] | 145046 [0.145%] | 145047 [0.328%] | 145049 [0.014%] | 43017 [0.909%] | 43018 [1.055%] | 43019 [1.055%] | 43020 [1.074%] | 43021 [1.074%] | 43022 [0.926%] | 64766 [0.145%] | 64767 [0.328%] | 64769 [0.195%] | 64770 [0.439%] | 64772 [0.195%] | 64773 [0.439%] | 64775 [0.148%] | 64776 [0.334%] | 64778 [0.195%] | 64779 [0.439%] | 64781 [0.195%] | 64782 [0.439%] | 64784 [0.195%] | 64785 [0.439%] | 64787 [0.145%] | 64788 [0.328%] | 64790 [0.145%] | 64791 [0.328%] | 64793 [0.145%] | 64794 [0.328%] | 64796 [0.148%] | 64797 [0.334%] | 64799 [0.148%] | 64800 [0.334%] | 64802 [0.148%] | 64803 [0.334%] | 95375 [0.141%] | 95439 [0.014%] | 95440 [0.018%] | 95441 [0.018%] | 95442 [0.014%] | 95443 [0.018%] | 95444 [0.018%] | 95445 [0.018%] | 95446 [0.014%] | 95447 [0.014%] | 95448 [0.014%] | 95449 [0.014%] | 95450 [0.144%] | 95452 [0.014%] | 95453 [0.014%],Villa,Common,Research,2000,,,12
51330,data/ui/fhd/base/icon_content/items_specialist/roman_female/icon_3d_roman_female_008.png,-6913039784814562508,-6914139670626801329,51331,MaintenanceFactorUpgrade: -50% | WorkforceMaintenanceFactorUpgrade: -25%,,,,,50607:2957;5475;31756;8893;5477;2999;5469;31772;3082;3075;5967,122536 [12.010%] | 122541 [3.431%] | 122542 [3.431%] | 122543 [3.431%] | 122544 [3.431%] | 122545 [3.431%] | 122546 [3.431%] | 122547 [3.431%] | 145046 [0.145%] | 145047 [0.328%] | 145049 [0.014%] | 145050 [1.716%] | 43017 [0.909%] | 43018 [1.055%] | 43019 [1.055%] | 43020 [1.074%] | 43021 [1.074%] | 43022 [0.926%] | 64766 [0.145%] | 64767 [0.328%] | 64769 [0.195%] | 64770 [0.439%] | 64772 [0.195%] | 64773 [0.439%] | 64775 [0.148%] | 64776 [0.334%] | 64778 [0.195%] | 64779 [0.439%] | 64781 [0.195%] | 64782 [0.439%] | 64784 [0.195%] | 64785 [0.439%] | 64787 [0.145%] | 64788 [0.328%] | 64790 [0.145%] | 64791 [0.328%] | 64793 [0.145%] | 64794 [0.328%] | 64796 [0.148%] | 64797 [0.334%] | 64799 [0.148%] | 64800 [0.334%] | 64802 [0.148%] | 64803 [0.334%] | 95375 [0.141%] | 95439 [0.014%] | 95440 [0.018%] | 95441 [0.018%] | 95442 [0.014%] | 95443 [0.018%] | 95444 [0.018%] | 95445 [0.018%] | 95446 [0.014%] | 95447 [0.014%] | 95448 [0.014%] | 95449 [0.014%] | 95450 [0.144%] | 95452 [0.014%] | 95453 [0.014%],Villa,Common,Religion,2000,,,12
51334,data/ui/fhd/base/icon_content/items_specialist/other_male/icon_3d_other_male_007.png,-6901899632191480408,-6901743798153131170,51335,MaintenanceFactorUpgrade: -50% | WorkforceMaintenanceFactorUpgrade: -25%,,,,,50609:5470;31755;5472;5969;3070;3074,122534 [1.716%] | 122537 [6.005%] | 122542 [0.858%] | 122547 [6.005%] | 145046 [0.145%] | 145047 [0.328%] | 145049 [0.014%] | 43017 [0.909%] | 43018 [1.055%] | 43019 [1.055%] | 43020 [1.074%] | 43021 [1.074%] | 43022 [0.926%] | 64766 [0.145%] | 64767 [0.328%] | 64769 [0.195%] | 64770 [0.439%] | 64772 [0.195%] | 64773 [0.439%] | 64775 [0.148%] | 64776 [0.334%] | 64778 [0.195%] | 64779 [0.439%] | 64781 [0.195%] | 64782 [0.439%] | 64784 [0.195%] | 64785 [0.439%] | 64787 [0.145%] | 64788 [0.328%] | 64790 [0.145%] | 64791 [0.328%] | 64793 [0.145%] | 64794 [0.328%] | 64796 [0.148%] | 64797 [0.334%] | 64799 [0.148%] | 64800 [0.334%] | 64802 [0.148%] | 64803 [0.334%] | 95375 [0.141%] | 95439 [0.014%] | 95440 [0.018%] | 95441 [0.018%] | 95442 [0.014%] | 95443 [0.018%] | 95444 [0.018%] | 95445 [0.018%] | 95446 [0.014%] | 95447 [0.014%] | 95448 [0.014%] | 95449 [0.014%] | 95450 [0.144%] | 95452 [0.014%] | 95453 [0.014%],Villa,Common,Research,2000,,,12
51338,data/ui/fhd/base/icon_content/items_specialist/other_female/icon_3d_other_female_001.png,-6916681362580422586,-6903015894929830038,51339,MaintenanceFactorUpgrade: -50% | WorkforceMaintenanceFactorUpgrade: -25%,,,,,50611:5958;3187;3191;5614;5608;3190;5609,122533 [0.858%] | 122538 [0.858%] | 122539 [1.716%] | 122540 [1.716%] | 122544 [6.005%] | 145046 [0.145%] | 145047 [0.328%] | 145049 [0.014%] | 43017 [0.909%] | 43018 [1.055%] | 43019 [1.055%] | 43020 [1.074%] | 43021 [1.074%] | 43022 [0.926%] | 64766 [0.145%] | 64767 [0.328%] | 64769 [0.195%] | 64770 [0.439%] | 64772 [0.195%] | 64773 [0.439%] | 64775 [0.148%] | 64776 [0.334%] | 64778 [0.195%] | 64779 [0.439%] | 64781 [0.195%] | 64782 [0.439%] | 64784 [0.195%] | 64785 [0.439%] | 64787 [0.145%] | 64788 [0.328%] | 64790 [0.145%] | 64791 [0.328%] | 64793 [0.145%] | 64794 [0.328%] | 64796 [0.148%] | 64797 [0.334%] | 64799 [0.148%] | 64800 [0.334%] | 64802 [0.148%] | 64803 [0.334%] | 95375 [0.141%] | 95439 [0.014%] | 95440 [0.018%] | 95441 [0.018%] | 95442 [0.014%] | 95443 [0.018%] | 95444 [0.018%] | 95445 [0.018%] | 95446 [0.014%] | 95447 [0.014%] | 95448 [0.014%] | 95449 [0.014%] | 95450 [0.144%] | 95452 [0.014%] | 95453 [0.014%],Villa,Common,Finance,2000,,,12
51344,data/ui/fhd/base/icon_content/items_specialist/roman_female/icon_3d_roman_female_002.png,-6906800703307078674,-6901093007942657751,51345,MaintenanceFactorUpgrade: -50% | WorkforceMaintenanceFactorUpgrade: -25%,,,,,50613:3091;5947;5946;3129;3203;41811;3138;5935;3089;5945,122535 [4.804%] | 122539 [0.686%] | 122540 [0.686%] | 122541 [0.686%] | 122545 [4.804%] | 145046 [0.145%] | 145047 [0.328%] | 145049 [0.014%] | 145050 [1.373%] | 43017 [0.909%] | 43018 [1.055%] | 43019 [1.055%] | 43020 [1.074%] | 43021 [1.074%] | 43022 [0.926%] | 64766 [0.145%] | 64767 [0.328%] | 64769 [0.195%] | 64770 [0.439%] | 64772 [0.195%] | 64773 [0.439%] | 64775 [0.148%] | 64776 [0.334%] | 64778 [0.195%] | 64779 [0.439%] | 64781 [0.195%] | 64782 [0.439%] | 64784 [0.195%] | 64785 [0.439%] | 64787 [0.145%] | 64788 [0.328%] | 64790 [0.145%] | 64791 [0.328%] | 64793 [0.145%] | 64794 [0.328%] | 64796 [0.148%] | 64797 [0.334%] | 64799 [0.148%] | 64800 [0.334%] | 64802 [0.148%] | 64803 [0.334%] | 95375 [0.141%] | 95439 [0.014%] | 95440 [0.018%] | 95441 [0.018%] | 95442 [0.014%] | 95443 [0.018%] | 95444 [0.018%] | 95445 [0.018%] | 95446 [0.014%] | 95447 [0.014%] | 95448 [0.014%] | 95449 [0.014%] | 95450 [0.144%] | 95452 [0.014%] | 95453 [0.014%],Villa,Common,Economy,2000,,,12
51292,data/ui/fhd/base/icon_content/items_specialist/other_female/icon_3d_other_female_002.png,-6910575981803747053,-6917479596450037008,51293,MaintenanceFactorUpgrade: -66% | WorkforceMaintenanceFactorUpgrade: -33%,,,,,51906:31759;5975;5851|50601:2955;8586;2956;2971;5299,122536 [18.873%] | 122541 [5.392%] | 122542 [5.392%] | 122543 [5.392%] | 122544 [5.392%] | 122545 [5.392%] | 122546 [5.392%] | 122547 [5.392%] | 145046 [0.027%] | 145047 [0.144%] | 145048 [0.616%] | 145049 [0.003%] | 145050 [2.696%] | 43017 [0.563%] | 43018 [0.472%] | 43019 [0.466%] | 43020 [0.436%] | 43021 [0.425%] | 43022 [0.513%] | 64766 [0.029%] | 64767 [0.152%] | 64768 [0.652%] | 64769 [0.037%] | 64770 [0.195%] | 64771 [0.833%] | 64772 [0.037%] | 64773 [0.195%] | 64774 [0.833%] | 64775 [0.026%] | 64776 [0.138%] | 64777 [0.592%] | 64778 [0.037%] | 64779 [0.195%] | 64780 [0.833%] | 64781 [0.037%] | 64782 [0.195%] | 64783 [0.833%] | 64784 [0.037%] | 64785 [0.195%] | 64786 [0.833%] | 64787 [0.028%] | 64788 [0.146%] | 64789 [0.625%] | 64790 [0.027%] | 64791 [0.144%] | 64792 [0.616%] | 64793 [0.028%] | 64794 [0.148%] | 64795 [0.634%] | 64796 [0.025%] | 64797 [0.131%] | 64798 [0.563%] | 64799 [0.025%] | 64800 [0.133%] | 64801 [0.570%] | 64802 [0.026%] | 64803 [0.135%] | 64804 [0.577%] | 95375 [0.088%] | 95439 [0.003%] | 95440 [0.003%] | 95441 [0.003%] | 95442 [0.002%] | 95443 [0.003%] | 95444 [0.003%] | 95445 [0.003%] | 95446 [0.003%] | 95447 [0.003%] | 95448 [0.002%] | 95449 [0.002%] | 95450 [0.080%] | 95452 [0.003%] | 95453 [0.003%],Villa,Rare,Religion,12000,,,71
51324,data/ui/fhd/base/icon_content/items_specialist/other_male/icon_3d_other_male_001.png,-6906035356450058314,-6912149137040568594,51325,MaintenanceFactorUpgrade: -66% | WorkforceMaintenanceFactorUpgrade: -33%,,,,,50224:5847;5973;2786;15514;2794;2793;5974;8580,122534 [7.549%] | 122536 [2.157%] | 122542 [7.549%] | 122546 [1.078%] | 145046 [0.027%] | 145047 [0.144%] | 145048 [0.616%] | 145049 [0.003%] | 145050 [7.549%] | 43017 [0.563%] | 43018 [0.472%] | 43019 [0.466%] | 43020 [0.436%] | 43021 [0.425%] | 43022 [0.513%] | 64766 [0.029%] | 64767 [0.152%] | 64768 [0.652%] | 64769 [0.037%] | 64770 [0.195%] | 64771 [0.833%] | 64772 [0.037%] | 64773 [0.195%] | 64774 [0.833%] | 64775 [0.026%] | 64776 [0.138%] | 64777 [0.592%] | 64778 [0.037%] | 64779 [0.195%] | 64780 [0.833%] | 64781 [0.037%] | 64782 [0.195%] | 64783 [0.833%] | 64784 [0.037%] | 64785 [0.195%] | 64786 [0.833%] | 64787 [0.028%] | 64788 [0.146%] | 64789 [0.625%] | 64790 [0.027%] | 64791 [0.144%] | 64792 [0.616%] | 64793 [0.028%] | 64794 [0.148%] | 64795 [0.634%] | 64796 [0.025%] | 64797 [0.131%] | 64798 [0.563%] | 64799 [0.025%] | 64800 [0.133%] | 64801 [0.570%] | 64802 [0.026%] | 64803 [0.135%] | 64804 [0.577%] | 95375 [0.088%] | 95439 [0.003%] | 95440 [0.003%] | 95441 [0.003%] | 95442 [0.002%] | 95443 [0.003%] | 95444 [0.003%] | 95445 [0.003%] | 95446 [0.003%] | 95447 [0.003%] | 95448 [0.002%] | 95449 [0.002%] | 95450 [0.080%] | 95452 [0.003%] | 95453 [0.003%],Villa,Rare,Agriculture,12000,,,71
51336,data/ui/fhd/base/icon_content/items_specialist/roman_female/icon_3d_roman_female_013.png,-6908363221846236145,-6908137957991842589,51337,MaintenanceFactorUpgrade: -66% | WorkforceMaintenanceFactorUpgrade: -33%,,,,,50610:31767;6586;3186;5960;3174;5959;3171;5604,122535 [9.436%] | 122539 [1.348%] | 122540 [1.348%] | 122541 [1.348%] | 122545 [9.436%] | 145046 [0.027%] | 145047 [0.144%] | 145048 [0.616%] | 145049 [0.003%] | 145050 [2.696%] | 43017 [0.563%] | 43018 [0.472%] | 43019 [0.466%] | 43020 [0.436%] | 43021 [0.425%] | 43022 [0.513%] | 64766 [0.029%] | 64767 [0.152%] | 64768 [0.652%] | 64769 [0.037%] | 64770 [0.195%] | 64771 [0.833%] | 64772 [0.037%] | 64773 [0.195%] | 64774 [0.833%] | 64775 [0.026%] | 64776 [0.138%] | 64777 [0.592%] | 64778 [0.037%] | 64779 [0.195%] | 64780 [0.833%] | 64781 [0.037%] | 64782 [0.195%] | 64783 [0.833%] | 64784 [0.037%] | 64785 [0.195%] | 64786 [0.833%] | 64787 [0.028%] | 64788 [0.146%] | 64789 [0.625%] | 64790 [0.027%] | 64791 [0.144%] | 64792 [0.616%] | 64793 [0.028%] | 64794 [0.148%] | 64795 [0.634%] | 64796 [0.025%] | 64797 [0.131%] | 64798 [0.563%] | 64799 [0.025%] | 64800 [0.133%] | 64801 [0.570%] | 64802 [0.026%] | 64803 [0.135%] | 64804 [0.577%] | 95375 [0.088%] | 95439 [0.003%] | 95440 [0.003%] | 95441 [0.003%] | 95442 [0.002%] | 95443 [0.003%] | 95444 [0.003%] | 95445 [0.003%] | 95446 [0.003%] | 95447 [0.003%] | 95448 [0.002%] | 95449 [0.002%] | 95450 [0.080%] | 95452 [0.003%] | 95453 [0.003%],Villa,Rare,Economy,12000,,,71
51346,data/ui/fhd/base/icon_content/items_specialist/roman_male/icon_3d_roman_male_001.png,-6899851254188470172,-6910019951741970849,51347,MaintenanceFactorUpgrade: -66% | WorkforceMaintenanceFactorUpgrade: -33%,,,,,50614:5954;3170;13808;55945,122535 [0.568%] | 122539 [1.987%] | 122541 [1.987%] | 122543 [0.284%] | 122545 [0.284%] | 145046 [0.027%] | 145047 [0.144%] | 145048 [0.616%] | 145049 [0.003%] | 43017 [0.563%] | 43018 [0.472%] | 43019 [0.466%] | 43020 [0.436%] | 43021 [0.425%] | 43022 [0.513%] | 64766 [0.029%] | 64767 [0.152%] | 64768 [0.652%] | 64769 [0.037%] | 64770 [0.195%] | 64771 [0.833%] | 64772 [0.037%] | 64773 [0.195%] | 64774 [0.833%] | 64775 [0.026%] | 64776 [0.138%] | 64777 [0.592%] | 64778 [0.037%] | 64779 [0.195%] | 64780 [0.833%] | 64781 [0.037%] | 64782 [0.195%] | 64783 [0.833%] | 64784 [0.037%] | 64785 [0.195%] | 64786 [0.833%] | 64787 [0.028%] | 64788 [0.146%] | 64789 [0.625%] | 64790 [0.027%] | 64791 [0.144%] | 64792 [0.616%] | 64793 [0.028%] | 64794 [0.148%] | 64795 [0.634%] | 64796 [0.025%] | 64797 [0.131%] | 64798 [0.563%] | 64799 [0.025%] | 64800 [0.133%] | 64801 [0.570%] | 64802 [0.026%] | 64803 [0.135%] | 64804 [0.577%] | 95375 [0.088%] | 95439 [0.003%] | 95440 [0.003%] | 95441 [0.003%] | 95442 [0.002%] | 95443 [0.003%] | 95444 [0.003%] | 95445 [0.003%] | 95446 [0.003%] | 95447 [0.003%] | 95448 [0.002%] | 95449 [0.002%] | 95450 [0.080%] | 95452 [0.003%] | 95453 [0.003%],Villa,Rare,Military,12000,,,71
51321,data/ui/fhd/base/icon_content/items_specialist/roman_male/icon_3d_roman_male_033.png,-6916281193628416397,-6913996371090993425,51323,MaintenanceFactorUpgrade: -80% | WorkforceMaintenanceFactorUpgrade: -40%,,,,,42602:2693;5972;2669;5971;31750;31762;2200;2799,122534 [1.716%] | 122536 [0.490%] | 122542 [1.716%] | 122546 [0.245%] | 145047 [0.021%] | 145048 [0.063%] | 145050 [1.716%] | 43017 [0.129%] | 43018 [0.099%] | 43019 [0.099%] | 43020 [0.113%] | 43021 [0.111%] | 43022 [0.145%] | 64767 [0.022%] | 64768 [0.066%] | 64770 [0.035%] | 64771 [0.105%] | 64773 [0.035%] | 64774 [0.105%] | 64776 [0.025%] | 64777 [0.075%] | 64779 [0.035%] | 64780 [0.105%] | 64782 [0.035%] | 64783 [0.105%] | 64785 [0.035%] | 64786 [0.105%] | 64788 [0.021%] | 64789 [0.063%] | 64791 [0.021%] | 64792 [0.063%] | 64794 [0.021%] | 64795 [0.064%] | 64797 [0.024%] | 64798 [0.071%] | 64800 [0.024%] | 64801 [0.071%] | 64803 [0.024%] | 64804 [0.073%] | 95375 [0.020%] | 95450 [0.023%],Villa,Epic,Agriculture,80000,,,476
51326,data/ui/fhd/base/icon_content/items_specialist/celtic_female/icon_3d_celtic_female_009.png,-6916651725865837024,-6901260581003320709,51327,MaintenanceFactorUpgrade: -80% | WorkforceMaintenanceFactorUpgrade: -40%,,,,,50225:5290;5980;5291;2918;5982;50280;144810;144811|50605:31753;10929;2958;2970;5848,122533 [0.196%] | 122538 [0.196%] | 122539 [0.392%] | 122540 [0.392%] | 122544 [1.373%] | 145047 [0.021%] | 145048 [0.063%] | 43017 [0.129%] | 43018 [0.099%] | 43019 [0.099%] | 43020 [0.113%] | 43021 [0.111%] | 43022 [0.145%] | 64767 [0.022%] | 64768 [0.066%] | 64770 [0.035%] | 64771 [0.105%] | 64773 [0.035%] | 64774 [0.105%] | 64776 [0.025%] | 64777 [0.075%] | 64779 [0.035%] | 64780 [0.105%] | 64782 [0.035%] | 64783 [0.105%] | 64785 [0.035%] | 64786 [0.105%] | 64788 [0.021%] | 64789 [0.063%] | 64791 [0.021%] | 64792 [0.063%] | 64794 [0.021%] | 64795 [0.064%] | 64797 [0.024%] | 64798 [0.071%] | 64800 [0.024%] | 64801 [0.071%] | 64803 [0.024%] | 64804 [0.073%] | 95375 [0.020%] | 95450 [0.023%],Villa,Epic,Finance,80000,,,476
51332,data/ui/fhd/base/icon_content/items_specialist/celtic_female/icon_3d_celtic_female_007.png,-6911245284002367965,-6916247522087514849,51333,MaintenanceFactorUpgrade: -80% | WorkforceMaintenanceFactorUpgrade: -40%,,,,,50612:3081;31773;5611;5616;3198;4832;3201;145230,122535 [3.431%] | 122539 [0.490%] | 122540 [0.490%] | 122541 [0.490%] | 122545 [3.431%] | 145047 [0.021%] | 145048 [0.063%] | 145050 [0.980%] | 43017 [0.129%] | 43018 [0.099%] | 43019 [0.099%] | 43020 [0.113%] | 43021 [0.111%] | 43022 [0.145%] | 64767 [0.022%] | 64768 [0.066%] | 64770 [0.035%] | 64771 [0.105%] | 64773 [0.035%] | 64774 [0.105%] | 64776 [0.025%] | 64777 [0.075%] | 64779 [0.035%] | 64780 [0.105%] | 64782 [0.035%] | 64783 [0.105%] | 64785 [0.035%] | 64786 [0.105%] | 64788 [0.021%] | 64789 [0.063%] | 64791 [0.021%] | 64792 [0.063%] | 64794 [0.021%] | 64795 [0.064%] | 64797 [0.024%] | 64798 [0.071%] | 64800 [0.024%] | 64801 [0.071%] | 64803 [0.024%] | 64804 [0.073%] | 95375 [0.020%] | 95450 [0.023%],Villa,Epic,Economy,80000,,,476
51340,data/ui/fhd/base/icon_content/items_specialist/celtic_male/icon_3d_celtic_male_002.png,-6902009100172420860,-6902096170096951607,51341,MaintenanceFactorUpgrade: -80% | WorkforceMaintenanceFactorUpgrade: -40%,,,,,51905:31764;2698;2800;23723;2694;2699,122533 [0.218%] | 122538 [0.763%] | 122540 [0.763%] | 122547 [0.109%] | 145047 [0.021%] | 145048 [0.063%] | 43017 [0.129%] | 43018 [0.099%] | 43019 [0.099%] | 43020 [0.113%] | 43021 [0.111%] | 43022 [0.145%] | 64767 [0.022%] | 64768 [0.066%] | 64770 [0.035%] | 64771 [0.105%] | 64773 [0.035%] | 64774 [0.105%] | 64776 [0.025%] | 64777 [0.075%] | 64779 [0.035%] | 64780 [0.105%] | 64782 [0.035%] | 64783 [0.105%] | 64785 [0.035%] | 64786 [0.105%] | 64788 [0.021%] | 64789 [0.063%] | 64791 [0.021%] | 64792 [0.063%] | 64794 [0.021%] | 64795 [0.064%] | 64797 [0.024%] | 64798 [0.071%] | 64800 [0.024%] | 64801 [0.071%] | 64803 [0.024%] | 64804 [0.073%] | 95375 [0.020%] | 95450 [0.023%],Villa,Epic,Diplomacy,80000,,,476
51342,data/ui/fhd/base/icon_content/items_specialist/roman_female/icon_3d_roman_female_006.png,-6910388595267709905,-6903635083005441225,51343,MaintenanceFactorUpgrade: -80% | WorkforceMaintenanceFactorUpgrade: -40%,,,,,50604:5605;3192;31769;5606;31770;3188;5615;3202;55963;145229,122533 [3.431%] | 122534 [0.490%] | 122537 [0.490%] | 122544 [0.490%] | 122546 [3.431%] | 145047 [0.021%] | 145048 [0.063%] | 43017 [0.129%] | 43018 [0.099%] | 43019 [0.099%] | 43020 [0.113%] | 43021 [0.111%] | 43022 [0.145%] | 64767 [0.022%] | 64768 [0.066%] | 64770 [0.035%] | 64771 [0.105%] | 64773 [0.035%] | 64774 [0.105%] | 64776 [0.025%] | 64777 [0.075%] | 64779 [0.035%] | 64780 [0.105%] | 64782 [0.035%] | 64783 [0.105%] | 64785 [0.035%] | 64786 [0.105%] | 64788 [0.021%] | 64789 [0.063%] | 64791 [0.021%] | 64792 [0.063%] | 64794 [0.021%] | 64795 [0.064%] | 64797 [0.024%] | 64798 [0.071%] | 64800 [0.024%] | 64801 [0.071%] | 64803 [0.024%] | 64804 [0.073%] | 95375 [0.020%] | 95450 [0.023%],Villa,Epic,Culture,80000,,,476
51551,data/ui/fhd/base/icon_content/items_specialist/nonbinary/icon_3d_other_nb_03.png,-6916112210272326665,-6908752628560151736,51552,-6916464905928465879 Money: +1,,,,,50229:2793;5974,122533 [1.078%] | 122538 [1.078%] | 122539 [2.157%] | 122540 [2.157%] | 122544 [7.549%] | 145046 [0.027%] | 145047 [0.144%] | 145048 [0.616%] | 145049 [0.003%] | 43017 [0.563%] | 43018 [0.472%] | 43019 [0.466%] | 43020 [0.436%] | 43021 [0.425%] | 43022 [0.513%] | 64766 [0.029%] | 64767 [0.152%] | 64768 [0.652%] | 64769 [0.037%] | 64770 [0.195%] | 64771 [0.833%] | 64772 [0.037%] | 64773 [0.195%] | 64774 [0.833%] | 64775 [0.026%] | 64776 [0.138%] | 64777 [0.592%] | 64778 [0.037%] | 64779 [0.195%] | 64780 [0.833%] | 64781 [0.037%] | 64782 [0.195%] | 64783 [0.833%] | 64784 [0.037%] | 64785 [0.195%] | 64786 [0.833%] | 64787 [0.028%] | 64788 [0.146%] | 64789 [0.625%] | 64790 [0.027%] | 64791 [0.144%] | 64792 [0.616%] | 64793 [0.028%] | 64794 [0.148%] | 64795 [0.634%] | 64796 [0.025%] | 64797 [0.131%] | 64798 [0.563%] | 64799 [0.025%] | 64800 [0.133%] | 64801 [0.570%] | 64802 [0.026%] | 64803 [0.135%] | 64804 [0.577%] | 95375 [0.088%] | 95439 [0.003%] | 95440 [0.003%] | 95441 [0.003%] | 95442 [0.002%] | 95443 [0.003%] | 95444 [0.003%] | 95445 [0.003%] | 95446 [0.003%] | 95447 [0.003%] | 95448 [0.002%] | 95449 [0.002%] | 95450 [0.080%] | 95452 [0.003%] | 95453 [0.003%],Villa,Rare,Finance,18000,,,107
51555,data/ui/fhd/base/icon_content/items_specialist/roman_male/icon_3d_roman_male_055.png,-6901357188384305410,-6912516877194126007,51556,-6916464905928465879 Money: +1,,,,,153473:2994;80612,122533 [1.078%] | 122538 [1.078%] | 122539 [2.157%] | 122540 [2.157%] | 122544 [7.549%] | 145046 [0.027%] | 145047 [0.144%] | 145048 [0.616%] | 145049 [0.003%] | 43017 [0.563%] | 43018 [0.472%] | 43019 [0.466%] | 43020 [0.436%] | 43021 [0.425%] | 43022 [0.513%] | 64766 [0.029%] | 64767 [0.152%] | 64768 [0.652%] | 64769 [0.037%] | 64770 [0.195%] | 64771 [0.833%] | 64772 [0.037%] | 64773 [0.195%] | 64774 [0.833%] | 64775 [0.026%] | 64776 [0.138%] | 64777 [0.592%] | 64778 [0.037%] | 64779 [0.195%] | 64780 [0.833%] | 64781 [0.037%] | 64782 [0.195%] | 64783 [0.833%] | 64784 [0.037%] | 64785 [0.195%] | 64786 [0.833%] | 64787 [0.028%] | 64788 [0.146%] | 64789 [0.625%] | 64790 [0.027%] | 64791 [0.144%] | 64792 [0.616%] | 64793 [0.028%] | 64794 [0.148%] | 64795 [0.634%] | 64796 [0.025%] | 64797 [0.131%] | 64798 [0.563%] | 64799 [0.025%] | 64800 [0.133%] | 64801 [0.570%] | 64802 [0.026%] | 64803 [0.135%] | 64804 [0.577%] | 95375 [0.088%] | 95439 [0.003%] | 95440 [0.003%] | 95441 [0.003%] | 95442 [0.002%] | 95443 [0.003%] | 95444 [0.003%] | 95445 [0.003%] | 95446 [0.003%] | 95447 [0.003%] | 95448 [0.002%] | 95449 [0.002%] | 95450 [0.080%] | 95452 [0.003%] | 95453 [0.003%],Villa,Rare,Finance,18000,,,107
51559,data/ui/fhd/base/icon_content/items_specialist/roman_male/icon_3d_roman_male_89.png,-6902649183546513739,-6916871143229210828,51560,-6916464905928465879 Money: +1.5,,,,,31755,43017 [0.129%] | 64794 [0.021%] | 64795 [0.064%] | 95375 [0.020%],Villa,Epic,Finance,120000,,,714
51563,data/ui/fhd/base/icon_content/items_specialist/celtic_female/icon_3d_celtic_female_029.png,-6909270727785416170,-6914032212532335642,51564,-6916464905928465879 Money: +1,,,,,153472:3199;55962,145046 [0.027%] | 145047 [0.144%] | 145048 [0.616%] | 145049 [0.003%] | 43017 [0.563%] | 43018 [0.472%] | 43019 [0.466%] | 64766 [0.029%] | 64767 [0.152%] | 64768 [0.652%] | 64787 [0.028%] | 64788 [0.146%] | 64789 [0.625%] | 64790 [0.027%] | 64791 [0.144%] | 64792 [0.616%] | 64793 [0.028%] | 64794 [0.148%] | 64795 [0.634%] | 95375 [0.088%] | 95439 [0.003%] | 95446 [0.003%] | 95447 [0.003%] | 95452 [0.003%] | 95453 [0.003%],Villa,Rare,Finance,18000,,,107
